"station id","time","type","station name","station latitude","station longitude","bike_id","current bike count","initial bike count"
"3792","2019-09-01 08:12:14.2100","1","Columbus Dr at Exchange Pl","40.71687","-74.03281","26207","14","10"
"3276","2019-09-01 08:12:44.9830","0","Marin Light Rail","40.7145840353589","-74.042817056179","29622","26","33"
"3203","2019-09-01 08:13:39.9650","1","Hamilton Park","40.727595966","-74.044247311","29435","80","81"
"3199","2019-09-01 08:14:47.6960","0","Newport Pkwy","40.7287448","-74.0321082","26263","11","13"
"3185","2019-09-01 08:14:54.2400","1","City Hall","40.7177325","-74.043845","29288","7","11"
"3199","2019-09-01 08:15:26.6220","0","Newport Pkwy","40.7287448","-74.0321082","29250","10","13"
"3639","2019-09-01 08:16:59.3640","0","Harborside","40.7192517","-74.034234","26276","17","14"
"3270","2019-09-01 08:17:52.1980","0","Jersey & 6th St","40.7252891078113","-74.0455716848373","29299","35","36"
"3639","2019-09-01 08:19:18.4760","0","Harborside","40.7192517","-74.034234","26155","16","14"
"3792","2019-09-01 08:21:00.2940","0","Columbus Dr at Exchange Pl","40.71687","-74.03281","29240","13","10"
"3277","2019-09-01 08:21:52.4830","0","Communipaw & Berry Lane","40.7143583687043","-74.0666109323502","29475","13","12"
"3277","2019-09-01 08:22:06.8850","0","Communipaw & Berry Lane","40.7143583687043","-74.0666109323502","29305","12","12"
"3202","2019-09-01 08:22:49.4590","1","Newport PATH","40.7272235","-74.0337589","26155","23","26"
"3202","2019-09-01 08:22:51.2410","1","Newport PATH","40.7272235","-74.0337589","26276","24","26"
"3276","2019-09-01 08:23:18.8390","1","Marin Light Rail","40.7145840353589","-74.042817056179","29622","27","33"
"3214","2019-09-01 08:27:25.4400","0","Essex Light Rail","40.7127742","-74.0364857","29446","14","16"
"3275","2019-09-01 08:27:53.0600","0","Columbus Drive","40.7183551982321","-74.0389144420624","29671","7","10"
"3207","2019-09-01 08:29:45.5850","0","Oakland Ave","40.7376037","-74.0524783","29502","23","24"
"3195","2019-09-01 08:31:24.0750","0","Sip Ave","40.7308970978618","-74.0639126300812","29660","41","38"
"3210","2019-09-01 08:32:26.1780","0","Pershing Field","40.742677141","-74.051788633","29624","14","15"
"3192","2019-09-01 08:33:02.8370","1","Liberty Light Rail","40.7112423","-74.0557013","29299","26","24"
"3199","2019-09-01 08:34:34.6070","1","Newport Pkwy","40.7287448","-74.0321082","26263","11","13"
"3186","2019-09-01 08:34:45.9530","0","Grove St PATH","40.7195861164717","-74.0431174635887","29617","15","10"
"3199","2019-09-01 08:35:09.9650","1","Newport Pkwy","40.7287448","-74.0321082","29250","12","13"
"3206","2019-09-01 08:36:26.6540","1","Hilltop","40.7311689","-74.0575736","29502","21","18"
"3209","2019-09-01 08:38:52.3150","0","Brunswick St","40.7241765","-74.0506564","29612","26","26"
"3681","2019-09-01 08:39:38.8120","1","Grand St","40.7151776773203","-74.0376833081245","29617","14","15"
"3280","2019-09-01 08:40:05.7810","0","Astor Place","40.719282200707","-74.071261882782","29680","13","15"
"3640","2019-09-01 08:40:32.5840","1","Journal Square","40.73367","-74.0625","29624","7","10"
"3209","2019-09-01 08:42:51.3230","0","Brunswick St","40.7241765","-74.0506564","26216","25","26"
"3202","2019-09-01 08:43:48.0070","1","Newport PATH","40.7272235","-74.0337589","29240","25","26"
"3203","2019-09-01 08:44:38.3690","0","Hamilton Park","40.727595966","-74.044247311","29537","79","81"
"3275","2019-09-01 08:44:52.9710","1","Columbus Drive","40.7183551982321","-74.0389144420624","29612","8","10"
